"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IR3TIB","Short-term interest rates, Per cent per annum","DNK","Denmark","A","Annual","2022","2022","PC","Percentage","0","Units",,,0.615516,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2003","2003","PC","Percentage","0","Units",,,0.08833333,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2004","2004","PC","Percentage","0","Units",,,0.08833333,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2005","2005","PC","Percentage","0","Units",,,0.09,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2006","2006","PC","Percentage","0","Units",,,0.324675,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2007","2007","PC","Percentage","0","Units",,,0.7458333,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2008","2008","PC","Percentage","0","Units",,,0.8466667,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.5783333,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.3833333,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.3325967,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.3272108,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.2367042,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.2049167,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.1696667,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.07366667,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.05933333,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.07233334,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.03108333,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.03541667,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.0655,,
"IR3TIB","Short-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2022","2022","PC","Percentage","0","Units",,,-0.0295,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2000","2000","PC","Percentage","0","Units",,,6.745833,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2001","2001","PC","Percentage","0","Units",,,7.226666,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2002","2002","PC","Percentage","0","Units",,,6.9075,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.098333,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.006667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.211667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.099167,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.9575,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.218333,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.463333,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.501667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.871667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.235,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.755068,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.69904,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.290675,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.066667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.89,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.066667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.5525,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.6991667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.5041667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NOR","Norway","A","Annual","2022","2022","PC","Percentage","0","Units",,,2.138333,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2000","2000","PC","Percentage","0","Units",,,6.455833,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.686667,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.725833,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.150833,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.563333,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.511667,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.153333,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.268333,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.965,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.5558333,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.3116667,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.3033333,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.2825,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.1666667,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.1241667,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.2266667,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.6441666,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.1525,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.188333,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.2075,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.5336364,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.1141667,,
"IR3TIB","Short-term interest rates, Per cent per annum","USA","United States","A","Annual","2022","2022","PC","Percentage","0","Units",,,2.2275,,
